face_detected,head_tilt_angle,shoulder_position,posture_label
1,6.51,0.82,Working
0,25.23,0.25,Idle
1,8.92,0.49,Distracted
0,38.85,0.37,Idle
1,20.55,0.97,Distracted
1,16.62,0.48,Distracted
1,29.86,0.94,Distracted
1,24.28,0.5,Distracted
1,27.63,0.61,Distracted
1,11.1,0.53,Distracted
1,5.89,0.5,Distracted
1,14.82,0.65,Distracted
1,27.5,0.85,Distracted
1,27.06,0.75,Working
1,9.07,0.69,Distracted
1,6.94,0.79,Working
1,20.48,0.84,Working
1,20.48,0.9,Distracted
1,2.11,0.81,Working
1,5.36,0.59,Distracted
0,34.22,0.24,Idle
1,21.85,0.81,Distracted
1,1.06,0.92,Working
1,24.56,0.71,Distracted
1,10.06,0.52,Distracted
0,38.88,0.17,Idle
0,35.71,0.33,Idle
1,18.43,0.67,Distracted
1,8.36,0.68,Distracted
0,37.94,0.11,Idle
1,5.23,0.45,Distracted
1,23.62,0.78,Distracted
1,22.63,0.85,Distracted
0,37.21,0.12,Idle
0,36.59,0.11,Idle
0,34.05,0.3,Idle
1,27.41,0.93,Distracted
1,14.24,0.65,Distracted
1,15.83,0.52,Distracted
1,20.92,0.43,Distracted
1,28.54,0.72,Distracted
1,10.16,0.65,Distracted
1,26.35,0.48,Distracted
1,28.54,0.95,Distracted
1,2.81,0.79,Working
1,25.78,0.77,Distracted
1,27.1,0.95,Distracted
1,26.85,0.47,Distracted
1,2.03,0.7,Distracted
1,16.5,0.54,Distracted
1,2.52,0.5,Distracted
1,7.88,0.67,Distracted
1,15.67,0.6,Distracted
0,20.01,0.31,Idle
1,15.37,0.61,Distracted
0,20.99,0.39,Idle
1,8.31,0.45,Distracted
1,2.81,0.68,Distracted
0,30.86,0.39,Idle
0,35.05,0.12,Idle
1,22.59,0.71,Distracted
1,29.86,0.5,Distracted
1,17.15,0.58,Distracted
1,19.4,0.62,Distracted
1,20.66,0.74,Distracted
1,27.77,0.41,Distracted
1,17.93,0.61,Distracted
1,14.0,0.85,Working
1,17.67,0.77,Distracted
1,9.48,0.84,Working
1,25.22,0.64,Distracted
1,18.25,0.52,Distracted
1,3.27,0.74,Working
1,20.07,0.64,Distracted
1,18.78,0.74,Distracted
1,23.11,0.52,Distracted
1,22.46,0.83,Distracted
1,14.12,0.61,Distracted
1,16.45,0.56,Distracted
1,3.52,0.41,Distracted
1,6.08,0.86,Working
1,29.18,0.47,Distracted
1,6.03,0.75,Working
1,13.03,0.62,Distracted
1,29.54,0.66,Distracted
1,25.91,0.84,Distracted
1,16.13,0.6,Working
1,19.27,0.5,Distracted
1,0.62,0.52,Distracted
1,2.09,0.47,Distracted
1,10.88,0.86,Distracted
1,15.57,0.76,Distracted
1,6.62,0.96,Working
1,4.69,0.75,Working
1,26.1,0.51,Distracted
1,7.0,0.68,Distracted
1,25.22,0.85,Distracted
1,20.17,0.41,Distracted
0,32.9,0.4,Idle
1,26.84,0.41,Distracted
1,18.11,0.59,Distracted
0,20.6,0.28,Idle
1,5.26,0.89,Working
1,11.55,0.54,Distracted
1,18.9,0.93,Distracted
1,14.83,0.68,Distracted
1,6.19,0.79,Working
1,20.75,0.48,Distracted
1,21.9,0.58,Distracted
1,29.62,0.45,Distracted
1,29.41,0.48,Distracted
1,2.67,0.51,Distracted
1,9.45,0.41,Distracted
1,8.36,0.9,Working
1,18.7,0.97,Distracted
1,25.68,0.85,Distracted
1,29.61,0.49,Distracted
1,18.36,0.91,Distracted
1,28.01,0.45,Distracted
1,16.74,0.96,Working
0,28.45,0.24,Idle
1,2.37,0.52,Distracted
0,33.8,0.32,Idle
1,15.8,0.41,Distracted
1,4.03,0.82,Working
0,35.25,0.35,Idle
1,16.01,0.63,Distracted
1,8.49,0.96,Working
0,26.35,0.15,Idle
0,38.03,0.37,Idle
1,23.78,0.97,Distracted
1,24.73,0.71,Distracted
1,22.92,0.81,Distracted
1,3.1,0.44,Distracted
1,8.1,0.72,Working
1,17.9,0.64,Distracted
1,22.96,0.4,Distracted
1,11.32,0.75,Distracted
0,21.56,0.34,Idle
1,27.19,0.58,Distracted
1,25.34,1.0,Distracted
0,39.87,0.27,Idle
1,12.56,0.96,Distracted
1,28.35,0.95,Distracted
1,3.84,0.79,Working
1,1.44,0.49,Distracted
1,13.42,0.76,Distracted
0,22.78,0.39,Idle
1,12.52,0.69,Distracted
1,14.21,0.46,Distracted
1,24.79,0.76,Distracted
1,13.96,0.41,Distracted
1,19.56,0.58,Distracted
1,17.26,0.5,Distracted
0,21.54,0.11,Idle
1,6.11,0.75,Working
0,26.42,0.2,Idle
1,23.41,0.6,Distracted
1,12.88,0.5,Distracted
1,7.42,0.9,Distracted
1,8.23,0.54,Distracted
1,14.26,0.49,Distracted
1,25.44,0.89,Distracted
1,13.14,0.65,Distracted
1,14.06,0.53,Distracted
1,29.48,0.72,Distracted
1,6.76,0.78,Working
1,8.06,0.81,Working
1,28.33,0.58,Distracted
1,18.22,0.76,Distracted
0,31.47,0.14,Idle
1,12.07,0.92,Distracted
0,36.14,0.26,Idle
0,22.84,0.3,Idle
0,33.31,0.22,Idle
1,29.61,0.51,Working
1,24.89,0.93,Distracted
1,10.33,0.59,Distracted
1,26.76,0.97,Distracted
1,23.41,0.66,Distracted
1,23.35,0.64,Working
1,17.55,0.65,Distracted
0,25.82,0.14,Idle
1,12.1,0.95,Distracted
1,3.23,0.48,Distracted
1,15.86,0.81,Distracted
1,12.55,0.84,Distracted
1,3.55,0.6,Distracted
1,16.79,0.63,Distracted
0,23.49,0.3,Idle
1,2.31,0.96,Working
0,32.91,0.16,Idle
1,6.37,0.72,Working
0,29.35,0.31,Idle
1,6.02,0.97,Working
0,28.33,0.37,Idle
1,6.6,0.82,Working
1,5.42,0.54,Distracted
1,15.02,0.77,Distracted
1,20.12,0.55,Distracted
1,18.54,0.94,Distracted
1,7.42,0.43,Distracted
1,24.65,0.41,Distracted
0,39.87,0.3,Idle
0,22.69,0.33,Idle
1,24.45,0.44,Distracted
1,7.71,0.47,Working
1,26.53,0.57,Distracted
1,18.44,0.71,Distracted
1,11.64,0.85,Distracted
1,29.78,1.0,Distracted
1,29.97,0.77,Distracted
1,18.97,0.42,Distracted
1,13.94,0.52,Distracted
1,27.91,0.8,Distracted
1,8.07,0.73,Working
1,3.57,0.94,Working
1,5.18,0.87,Working
1,11.13,0.52,Distracted
1,7.58,0.78,Working
0,23.97,0.15,Idle
1,16.98,0.48,Distracted
1,22.69,0.91,Distracted
1,4.36,0.48,Distracted
1,14.81,0.99,Distracted
1,15.78,0.92,Distracted
1,16.05,0.83,Distracted
1,8.98,0.59,Distracted
1,27.97,0.67,Distracted
1,15.16,0.79,Distracted
1,10.63,0.82,Distracted
1,20.67,0.7,Distracted
0,22.76,0.24,Idle
1,27.97,0.96,Distracted
1,17.73,0.41,Distracted
1,26.86,0.97,Distracted
1,20.63,0.52,Distracted
1,28.34,0.78,Distracted
1,19.51,0.58,Distracted
1,24.96,0.85,Distracted
1,27.35,0.57,Distracted
1,2.6,0.64,Distracted
1,7.29,0.57,Distracted
0,25.26,0.17,Idle
1,2.11,0.59,Distracted
1,10.07,0.59,Distracted
1,7.06,0.53,Distracted
1,27.81,0.42,Distracted
0,37.67,0.12,Idle
1,5.12,0.9,Working
1,27.36,0.48,Working
1,10.35,0.9,Distracted
1,7.42,0.73,Working
1,28.84,0.82,Distracted
1,22.32,0.7,Distracted
1,15.8,0.95,Distracted
1,15.41,0.77,Distracted
0,29.76,0.35,Idle
1,10.34,0.96,Distracted
1,19.71,0.87,Distracted
0,24.2,0.1,Idle
1,2.15,0.97,Working
1,1.73,0.49,Distracted
0,26.46,0.23,Idle
1,3.06,0.76,Working
1,26.77,0.68,Distracted
1,10.62,0.78,Distracted
1,27.58,0.75,Distracted
1,20.74,0.53,Distracted
1,29.13,0.99,Distracted
1,29.45,0.53,Distracted
1,10.0,0.67,Distracted
1,0.13,0.55,Working
1,7.03,0.73,Working
1,6.79,0.79,Working
0,24.61,0.4,Idle
1,21.18,0.95,Distracted
0,34.61,0.21,Idle
1,5.93,0.83,Working
1,28.39,0.91,Distracted
1,27.29,0.93,Distracted
1,24.84,0.45,Distracted
0,23.36,0.4,Idle
1,2.79,0.55,Distracted
1,23.22,0.75,Distracted
0,20.15,0.12,Idle
1,10.93,0.57,Distracted
1,26.02,0.51,Distracted
1,25.67,0.41,Distracted
1,14.35,0.83,Distracted
1,2.8,0.46,Distracted
1,28.85,0.93,Distracted
0,32.63,0.3,Idle
1,22.8,0.46,Distracted
1,19.37,0.46,Distracted
1,19.95,0.87,Distracted
0,35.35,0.32,Idle
1,5.57,0.55,Distracted
1,8.1,0.56,Distracted
0,35.69,0.11,Idle
0,36.6,0.19,Idle
1,11.36,0.69,Distracted
1,1.12,0.59,Distracted
1,15.67,0.72,Distracted
1,22.8,0.82,Distracted
1,9.19,0.56,Distracted
1,29.31,0.47,Distracted
1,28.23,0.87,Distracted
1,22.73,0.96,Distracted
1,19.77,0.94,Distracted
1,17.75,0.86,Distracted
1,27.12,0.49,Distracted
1,13.22,0.47,Distracted
1,11.0,0.64,Distracted
1,9.11,0.81,Working
1,26.15,0.57,Distracted
1,6.29,0.55,Distracted
1,4.96,0.48,Distracted
1,16.57,0.86,Distracted
1,4.69,0.62,Distracted
1,23.36,0.71,Distracted
1,7.73,0.52,Distracted
1,15.4,0.47,Distracted
0,36.7,0.15,Idle
1,11.93,0.46,Distracted
0,38.4,0.28,Idle
1,28.75,0.77,Distracted
1,6.02,0.69,Distracted
0,28.13,0.22,Idle
1,9.88,0.93,Working
1,13.53,0.57,Distracted
1,16.23,0.9,Distracted
1,23.95,0.67,Distracted
1,29.14,0.52,Distracted
1,14.6,0.67,Distracted
0,33.74,0.34,Idle
1,26.3,0.87,Distracted
0,31.99,0.12,Idle
1,6.3,0.49,Distracted
0,22.19,0.37,Idle
1,26.69,0.69,Distracted
0,29.67,0.18,Idle
1,15.92,0.52,Distracted
0,37.89,0.23,Idle
1,2.17,0.64,Distracted
1,28.75,0.67,Distracted
1,2.69,0.57,Distracted
1,29.52,0.91,Distracted
1,15.6,0.91,Distracted
1,14.45,0.87,Distracted
1,17.48,0.73,Distracted
1,23.04,0.69,Distracted
0,34.63,0.11,Idle
0,22.94,0.14,Idle
0,20.42,0.31,Idle
1,14.75,0.95,Distracted
1,1.4,0.55,Distracted
0,33.43,0.29,Idle
1,12.08,0.59,Distracted
1,5.96,0.5,Distracted
1,21.31,0.43,Distracted
0,26.24,0.33,Idle
1,4.22,0.69,Distracted
1,12.26,0.65,Distracted
1,23.16,0.49,Distracted
0,37.41,0.15,Idle
1,4.87,0.8,Working
1,15.29,0.46,Distracted
1,6.23,0.99,Working
1,13.07,0.64,Distracted
1,4.7,0.67,Distracted
1,11.79,0.76,Distracted
1,25.14,0.81,Distracted
1,29.39,0.91,Distracted
0,36.45,0.26,Idle
0,22.22,0.25,Idle
1,24.61,0.58,Distracted
1,18.24,0.96,Distracted
0,37.72,0.19,Idle
1,14.19,0.45,Distracted
1,28.77,0.62,Distracted
1,27.09,0.92,Distracted
0,31.97,0.17,Idle
1,7.7,0.92,Working
1,11.43,0.65,Distracted
0,39.68,0.36,Idle
0,31.07,0.35,Idle
1,20.82,0.95,Distracted
0,29.82,0.29,Idle
1,19.98,0.56,Distracted
0,27.15,0.15,Idle
1,27.33,0.84,Distracted
1,19.0,0.84,Distracted
1,10.81,0.68,Distracted
1,13.2,0.83,Distracted
1,2.28,0.68,Distracted
1,4.68,0.84,Working
1,19.37,0.71,Distracted
1,27.8,0.82,Distracted
1,1.8,0.5,Distracted
1,6.83,0.49,Distracted
0,35.86,0.25,Idle
1,2.67,0.55,Distracted
1,25.41,0.55,Distracted
0,24.59,0.36,Idle
0,33.39,0.37,Idle
1,10.93,0.74,Distracted
1,27.42,0.64,Distracted
0,29.51,0.19,Idle
0,27.94,0.35,Idle
1,28.26,0.99,Distracted
1,3.09,0.81,Working
1,22.86,0.81,Distracted
1,18.35,0.78,Distracted
1,4.3,0.94,Working
1,15.0,0.49,Distracted
1,12.67,0.81,Distracted
1,24.18,0.89,Distracted
1,15.81,0.94,Distracted
1,29.85,0.58,Distracted
1,8.13,0.42,Distracted
1,11.44,0.5,Distracted
1,25.23,0.87,Distracted
1,29.95,0.61,Distracted
1,19.61,0.84,Distracted
0,30.19,0.4,Idle
1,14.49,0.85,Distracted
1,7.65,0.43,Distracted
1,9.3,0.82,Working
1,10.9,0.43,Distracted
1,25.41,0.83,Distracted
0,37.72,0.34,Idle
1,7.78,0.66,Distracted
1,0.85,0.93,Working
1,12.8,0.9,Distracted
1,28.32,0.96,Distracted
0,35.29,0.32,Idle
1,19.03,0.82,Distracted
1,8.59,0.87,Working
1,23.1,0.44,Distracted
0,25.68,0.11,Idle
1,26.07,0.69,Distracted
1,14.12,0.92,Distracted
1,5.93,0.73,Working
1,15.67,0.89,Distracted
0,34.64,0.4,Idle
1,17.23,0.41,Distracted
1,2.57,0.71,Working
1,12.07,0.59,Distracted
1,28.74,0.85,Distracted
0,30.55,0.35,Idle
0,35.45,0.23,Idle
0,39.24,0.15,Idle
1,17.87,0.63,Distracted
1,8.71,0.59,Distracted
1,15.5,0.78,Distracted
1,28.3,0.64,Distracted
1,15.82,0.93,Distracted
1,18.3,0.87,Distracted
1,21.87,0.78,Distracted
1,27.14,0.55,Distracted
1,11.3,0.48,Distracted
1,13.66,0.42,Distracted
1,29.49,0.48,Distracted
1,27.71,0.55,Distracted
1,0.67,0.87,Working
1,24.31,0.44,Distracted
1,8.17,0.6,Distracted
1,7.04,0.77,Working
1,25.81,0.65,Distracted
0,21.24,0.25,Idle
1,8.42,0.59,Distracted
1,17.22,0.98,Distracted
1,17.26,0.48,Distracted
1,3.11,0.83,Working
1,29.1,0.73,Distracted
1,19.63,0.43,Distracted
1,12.57,0.72,Distracted
1,4.66,0.42,Distracted
1,19.51,0.57,Distracted
1,23.71,0.83,Distracted
1,28.02,0.61,Distracted
1,23.09,0.72,Distracted
1,11.25,0.9,Distracted
1,5.58,0.55,Distracted
1,6.91,0.46,Distracted
1,9.34,0.83,Working
1,29.92,0.67,Distracted
0,25.85,0.32,Idle
1,27.73,0.56,Distracted
0,28.31,0.16,Idle
1,16.74,0.69,Distracted
0,21.72,0.18,Idle
1,9.09,0.93,Working
1,4.31,0.95,Working
1,12.88,0.82,Distracted
1,7.04,0.45,Distracted
1,11.39,0.61,Distracted
1,14.0,0.5,Distracted
1,15.72,0.68,Distracted
1,11.94,0.62,Distracted
1,11.65,0.86,Distracted
1,0.78,0.73,Working
1,19.31,0.92,Distracted
1,9.49,0.67,Distracted
1,11.1,0.71,Distracted
1,27.46,0.97,Distracted
0,38.22,0.35,Idle
1,7.17,0.96,Working
0,37.59,0.23,Idle
1,18.08,0.64,Distracted
1,2.45,0.61,Distracted
0,35.94,0.37,Idle
0,23.69,0.27,Idle
1,27.99,0.8,Distracted
1,24.85,0.58,Distracted
1,22.32,0.53,Distracted
1,2.69,0.98,Working
1,17.89,0.92,Distracted
1,2.23,0.5,Distracted
0,36.87,0.17,Idle
1,23.76,0.79,Distracted
1,4.62,0.68,Distracted
1,29.4,0.61,Distracted
0,30.18,0.23,Idle
1,26.46,0.41,Distracted
1,23.47,0.74,Distracted
1,27.84,0.85,Distracted
1,1.5,0.41,Distracted
1,10.27,0.96,Distracted
1,7.32,0.63,Distracted
1,6.39,0.97,Working
0,23.56,0.19,Idle
1,16.5,0.83,Distracted
1,23.57,0.91,Distracted
1,4.07,0.52,Distracted
0,37.18,0.14,Idle
1,21.68,0.9,Working
1,7.53,0.54,Distracted
1,14.8,0.68,Distracted
1,7.75,0.7,Distracted
1,11.45,0.74,Distracted
0,30.78,0.12,Idle
1,25.96,0.92,Distracted
1,14.77,0.49,Distracted
1,2.2,0.63,Distracted
1,16.23,0.41,Distracted
0,31.14,0.15,Idle
1,27.34,0.92,Distracted
1,17.49,0.47,Distracted
1,3.75,1.0,Working
1,20.97,0.67,Distracted
1,12.29,0.83,Distracted
1,14.09,0.68,Distracted
1,8.14,0.95,Working
0,36.5,0.39,Idle
1,19.51,0.67,Distracted
1,3.21,0.9,Working
1,18.4,0.63,Distracted
1,6.06,0.74,Working
1,29.01,0.85,Distracted
0,30.01,0.33,Idle
1,2.82,0.57,Distracted
0,22.11,0.29,Idle
1,11.48,0.43,Distracted
1,26.01,0.68,Distracted
0,37.52,0.26,Idle
1,25.02,0.75,Distracted
1,8.12,0.87,Working
1,24.77,0.98,Distracted
1,3.33,0.84,Working
1,17.67,0.6,Distracted
1,6.01,1.0,Working
1,29.02,0.95,Distracted
1,28.8,0.73,Distracted
1,8.43,0.44,Distracted
1,5.99,0.94,Working
0,33.53,0.22,Idle
1,22.62,0.68,Distracted
1,20.72,0.93,Distracted
0,37.93,0.15,Idle
0,26.21,0.25,Idle
1,0.06,0.81,Working
1,13.51,0.49,Distracted
1,20.61,0.81,Distracted
1,3.56,0.79,Working
1,11.84,0.51,Distracted
1,8.44,0.6,Distracted
1,4.63,0.94,Working
0,33.41,0.24,Idle
1,29.18,0.46,Distracted
0,30.25,0.18,Idle
1,1.14,0.77,Working
1,21.08,0.59,Distracted
1,10.28,0.57,Distracted
1,29.14,0.81,Distracted
1,27.59,0.42,Distracted
1,14.61,0.71,Distracted
1,16.08,0.72,Distracted
1,20.25,0.67,Distracted
1,23.18,0.93,Distracted
1,28.92,0.98,Distracted
0,34.79,0.14,Idle
1,15.21,0.65,Distracted
1,19.38,0.45,Distracted
1,15.66,0.79,Distracted
1,20.1,0.63,Distracted
1,24.19,0.51,Distracted
0,28.95,0.16,Idle
1,15.52,0.49,Distracted
1,27.97,0.52,Distracted
1,2.2,0.85,Working
0,27.56,0.2,Idle
1,0.97,0.78,Working
1,10.2,0.99,Distracted
1,4.92,0.49,Distracted
0,26.14,0.24,Idle
1,17.12,0.71,Distracted
1,0.09,0.64,Distracted
1,5.47,0.65,Distracted
1,28.67,0.6,Distracted
1,25.65,0.97,Distracted
1,6.26,0.91,Working
1,14.27,0.77,Distracted
1,18.79,0.73,Distracted
0,21.6,0.15,Idle
1,20.1,0.53,Distracted
1,25.69,0.66,Distracted
1,13.53,0.67,Distracted
1,11.44,0.4,Distracted
0,29.42,0.17,Idle
1,1.83,0.83,Working
1,17.38,0.81,Distracted
1,6.44,0.61,Distracted
1,4.03,0.43,Distracted
1,28.76,0.95,Distracted
1,1.86,0.69,Distracted
1,11.82,0.57,Distracted
1,1.38,0.72,Working
1,8.59,0.69,Distracted
1,3.79,0.42,Distracted
1,28.4,0.95,Distracted
1,25.09,0.96,Distracted
1,12.83,0.61,Distracted
1,29.58,0.95,Distracted
1,16.21,0.64,Distracted
1,2.78,0.49,Distracted
0,39.53,0.37,Idle
1,1.42,0.47,Distracted
1,7.16,0.69,Distracted
0,38.06,0.28,Idle
1,19.04,0.85,Distracted
1,8.55,0.67,Distracted
0,31.66,0.22,Idle
1,13.31,0.69,Distracted
0,30.06,0.38,Idle
0,22.68,0.13,Idle
1,29.5,0.52,Distracted
1,29.13,0.66,Distracted
1,25.35,0.68,Distracted
1,0.38,0.58,Distracted
1,17.48,0.97,Distracted
1,27.99,0.75,Distracted
1,24.28,0.44,Distracted
1,14.02,0.59,Distracted
1,23.19,0.87,Distracted
1,15.89,0.83,Distracted
1,25.63,0.96,Distracted
1,29.97,0.65,Distracted
0,31.73,0.34,Idle
0,31.89,0.12,Idle
1,20.94,0.79,Distracted
1,23.16,0.98,Distracted
1,24.51,0.77,Distracted
0,30.23,0.23,Idle
1,28.07,0.55,Distracted
1,13.71,0.41,Distracted
1,16.98,0.68,Distracted
1,11.93,0.49,Distracted
0,31.56,0.23,Idle
1,14.63,0.6,Distracted
1,8.28,0.42,Distracted
1,24.56,0.53,Distracted
1,4.06,0.48,Distracted
1,2.23,0.43,Distracted
1,4.89,0.45,Distracted
1,6.52,0.95,Working
1,10.76,0.73,Distracted
1,1.22,0.63,Distracted
1,8.78,0.78,Working
1,10.7,0.66,Distracted
1,7.47,0.91,Working
1,0.45,0.42,Distracted
1,19.95,0.96,Distracted
1,12.79,0.69,Distracted
1,11.87,0.69,Distracted
1,20.63,0.58,Distracted
0,20.15,0.19,Idle
0,35.77,0.29,Idle
1,1.65,0.83,Working
1,29.01,0.44,Distracted
1,13.53,0.57,Distracted
1,13.07,0.98,Distracted
1,5.96,0.59,Distracted
1,19.04,0.41,Distracted
1,7.92,0.44,Distracted
0,34.91,0.13,Idle
1,25.83,0.97,Distracted
1,12.86,0.59,Distracted
1,26.64,0.92,Distracted
1,5.65,0.85,Working
1,14.45,0.85,Distracted
0,27.18,0.27,Idle
1,10.2,0.74,Distracted
1,11.26,0.57,Distracted
1,23.33,0.43,Distracted
1,23.14,0.6,Distracted
1,28.29,0.46,Distracted
1,4.27,0.94,Working
1,11.13,0.94,Distracted
1,27.99,0.97,Distracted
1,7.34,0.64,Distracted
1,9.97,0.49,Distracted
1,6.25,0.83,Working
1,29.38,0.85,Distracted
0,22.54,0.23,Idle
1,10.89,0.89,Distracted
1,24.15,0.8,Distracted
1,27.16,0.69,Distracted
1,7.12,0.55,Distracted
1,24.38,0.56,Distracted
1,11.66,0.77,Distracted
1,4.91,0.89,Working
0,26.52,0.4,Idle
0,34.5,0.15,Idle
1,7.01,0.83,Working
0,22.7,0.19,Idle
0,35.43,0.34,Idle
1,6.75,0.94,Working
1,26.54,0.93,Working
1,25.89,0.45,Distracted
1,22.84,0.81,Distracted
0,33.57,0.32,Idle
1,3.71,0.98,Working
1,14.05,0.46,Distracted
1,7.99,0.99,Working
1,16.79,0.42,Distracted
1,9.06,0.58,Distracted
0,36.14,0.36,Idle
1,4.46,0.83,Working
1,26.71,0.76,Distracted
1,5.25,0.54,Working
1,19.3,0.52,Distracted
1,15.54,0.47,Distracted
0,35.27,0.25,Idle
1,0.31,0.96,Working
1,22.67,0.46,Distracted
0,20.54,0.17,Idle
1,21.77,0.4,Distracted
1,20.39,0.6,Distracted
0,20.32,0.34,Idle
1,26.64,0.59,Distracted
1,25.92,0.53,Distracted
1,24.53,0.51,Distracted
1,8.0,0.52,Distracted
1,17.91,0.79,Distracted
1,5.83,0.96,Working
1,21.8,0.99,Working
1,5.09,0.77,Working
1,14.25,0.75,Distracted
1,29.88,0.85,Distracted
1,17.94,0.75,Distracted
1,22.75,0.83,Distracted
1,28.65,0.53,Distracted
1,15.53,0.9,Distracted
0,32.1,0.21,Idle
1,16.37,0.53,Distracted
1,8.17,0.94,Working
1,27.29,0.47,Distracted
1,25.83,0.6,Distracted
1,17.28,0.92,Distracted
1,14.47,0.61,Distracted
0,34.66,0.17,Idle
1,2.82,0.77,Working
1,25.78,0.7,Distracted
1,8.61,0.81,Working
0,35.32,0.13,Idle
0,29.21,0.24,Idle
1,12.35,0.48,Distracted
1,20.96,0.65,Distracted
1,9.2,0.72,Working
0,35.87,0.25,Idle
1,18.26,0.97,Distracted
1,22.31,0.72,Distracted
1,4.45,0.89,Working
1,15.26,0.4,Distracted
1,1.35,0.97,Working
1,2.03,0.88,Working
1,23.27,0.79,Distracted
0,26.66,0.22,Idle
1,13.35,0.69,Distracted
1,4.69,0.9,Distracted
1,3.28,0.97,Working
1,4.8,0.7,Distracted
1,22.91,0.78,Distracted
1,25.45,0.94,Distracted
1,29.39,0.42,Distracted
0,31.33,0.3,Idle
1,24.35,0.56,Distracted
0,29.05,0.36,Idle
1,7.96,0.42,Distracted
1,14.31,0.91,Distracted
1,5.85,0.73,Working
1,14.26,0.72,Distracted
1,19.28,0.71,Distracted
1,16.94,0.73,Distracted
0,39.29,0.13,Idle
1,2.41,0.42,Distracted
1,12.93,0.63,Distracted
1,27.03,0.4,Distracted
1,28.46,0.42,Distracted
1,22.4,0.75,Distracted
0,35.83,0.31,Idle
1,18.21,0.62,Distracted
1,1.02,0.97,Working
0,24.65,0.31,Idle
1,3.93,0.88,Working
0,39.22,0.33,Idle
1,19.34,0.61,Distracted
1,4.8,0.54,Distracted
1,14.87,0.62,Distracted
1,6.63,0.41,Distracted
1,22.31,0.5,Distracted
1,17.35,0.95,Distracted
1,5.46,0.79,Working
1,26.43,0.44,Distracted
1,2.73,0.94,Working
1,29.97,0.98,Distracted
1,11.96,0.72,Distracted
1,12.65,0.68,Distracted
0,39.7,0.16,Idle
0,29.02,0.33,Idle
1,26.11,0.49,Distracted
1,3.75,0.46,Distracted
1,2.24,0.72,Working
1,11.07,0.8,Distracted
1,19.08,0.41,Distracted
1,16.49,1.0,Distracted
1,19.83,0.74,Distracted
1,7.53,0.84,Working
1,27.86,0.62,Distracted
0,31.46,0.33,Idle
1,19.19,0.96,Distracted
1,8.32,0.54,Distracted
1,21.51,0.95,Distracted
1,4.88,0.57,Distracted
1,8.91,0.58,Distracted
1,0.86,0.6,Distracted
1,21.35,0.98,Distracted
1,1.04,0.53,Distracted
0,32.22,0.35,Idle
1,0.02,0.69,Distracted
1,19.15,0.92,Distracted
1,9.93,0.96,Working
0,34.24,0.37,Idle
1,11.1,0.98,Distracted
1,5.37,0.6,Distracted
1,10.16,0.44,Distracted
1,19.65,0.78,Distracted
1,27.56,0.96,Distracted
1,4.95,0.58,Distracted
1,12.05,0.62,Distracted
1,21.65,0.42,Distracted
1,18.63,0.75,Distracted
1,24.32,0.42,Distracted
1,4.93,1.0,Working
1,27.7,0.61,Distracted
1,9.18,0.94,Working
1,25.01,0.63,Distracted
1,1.23,0.86,Working
1,13.69,0.76,Distracted
1,27.2,0.58,Distracted
1,9.09,0.6,Distracted
1,26.79,0.5,Distracted
1,18.7,0.57,Distracted
1,11.16,0.49,Distracted
1,28.69,0.52,Distracted
1,18.99,0.66,Distracted
1,26.28,0.65,Distracted
0,37.14,0.12,Idle
1,29.14,0.62,Distracted
1,4.85,0.82,Working
1,2.89,0.63,Distracted
0,36.03,0.34,Idle
1,29.46,0.73,Distracted
1,10.35,0.78,Distracted
0,39.86,0.22,Idle
1,3.01,0.81,Working
1,16.4,0.41,Distracted
1,24.59,0.77,Distracted
1,14.55,0.65,Distracted
1,15.79,0.44,Distracted
1,3.04,0.46,Distracted
1,26.08,0.4,Distracted
1,8.63,0.65,Distracted
1,10.04,0.48,Distracted
1,20.72,0.78,Distracted
1,25.72,0.5,Distracted
1,18.56,0.49,Distracted
1,27.13,0.83,Distracted
0,32.14,0.4,Idle
1,11.07,0.87,Distracted
0,35.58,0.34,Idle
1,12.99,0.58,Distracted
1,17.02,0.63,Working
1,1.44,0.59,Distracted
1,29.3,0.93,Distracted
1,1.7,0.66,Distracted
0,34.75,0.24,Idle
1,22.77,0.76,Distracted
1,17.91,0.54,Distracted
1,12.17,0.79,Distracted
0,25.87,0.12,Idle
0,25.58,0.38,Idle
1,20.88,0.67,Working
1,13.3,0.64,Distracted
1,5.45,0.68,Distracted
1,18.59,0.96,Distracted
1,4.22,0.8,Working
0,24.22,0.2,Idle
1,22.59,0.88,Distracted
1,11.76,0.68,Distracted
1,14.61,0.51,Distracted
0,33.65,0.11,Idle
1,29.67,0.52,Distracted
0,35.94,0.15,Idle
1,6.3,0.7,Distracted
1,27.48,0.49,Distracted
1,19.32,0.76,Distracted
1,9.68,0.43,Distracted
1,27.23,0.5,Distracted
1,5.05,0.79,Working
1,28.96,0.42,Distracted
1,13.09,0.68,Distracted
1,6.01,0.67,Distracted
1,19.63,0.78,Distracted
0,29.22,0.31,Idle
1,0.3,0.64,Distracted
1,2.93,0.53,Distracted
1,24.39,0.92,Distracted
1,6.66,0.94,Working
1,7.84,0.91,Working
0,21.24,0.38,Idle
1,23.14,0.43,Distracted
1,20.04,0.61,Distracted
0,23.78,0.34,Idle
0,21.83,0.15,Idle
1,19.72,0.54,Distracted
1,29.45,0.4,Distracted
1,0.33,0.41,Distracted
